XO..XXOOX,0.9994300552407314
O.X.XOXOX,0.9999671438188182
.X.X...O.,0.5651593769790684
..X.XO.OX,0.9990434062
OX.X..XO.,0.699668352
X.XOO...X,0.1589852642563461
XOOXXXO..,0.9999770006731727
XXXXOO..O,0.9999986741345771
X.OX..OX.,0.5099862157182163
XO..XX..O,0.9332439183696453
OOXXO.X.X,0.47868336717428855
X...XOO.X,0.9998045089475709
XXOO..X..,0.05726138378906248
X.X.XOOXO,0.9949887021211907
XXXXOOOOX,0.9999999999999999
.XX..X.OO,0.3605470741329496
..XOX....,0.4201990374717777
.OX.O.XX.,0.4286825436551214
O.XX.XOXO,0.3841177206866392
X....O.X.,0.24927725222724906
.X.OXXXOO,0.9999107089549151
XO.X.OX..,0.9997207270679583
..XXXOXOO,0.9999839004712209
OXO.OX.XX,0.342820685754197
X..O..OXX,0.4541446123913313
O.XOXOX.X,0.9999999992594434
XX..OOX..,0.6455071692584624
.XXXXOOO.,0.0588245
OXXO...X.,1.325048674944669E-4
O...XX.XO,0.9992666600045936
OXX..XXOO,0.3893495452324087
X.XXO.XOO,0.9999999999999999
.XXXOXO.O,1.778076512588684E-10
.OX..XOX.,0.986606866432
O.XOX.X..,0.9999999999997105
XO......X,0.4741966491816416
..OOXXXOX,0.9988107955228998
.OXOXX.OX,0.999999071894204
XOX..O.X.,0.8670958479847435
OOXOXXXOX,0.9999999999999999
OXXO.XX.O,0.8323385576436801
XO.XXO.XO,0.0588245
.O...OXXX,0.9996010386685119
XXO..OXOX,0.9999978786890674
XO..OXXXO,0.993318269494921
OXOOXXX..,0.9949887021211907
XO.OXXO.X,0.9999944778616288
..X.X..O.,0.6697368565682428
XO.XOXOX.,0.0023737807549715005
XXO.OX.OX,1.368437367004046E-4
O..XO.X.X,0.5677882539861991
..O.X.X..,0.6415034423493416
..XOXO..X,0.40010494702234983
O.X.OXX..,0.16227636027077283
XX..O.X.O,0.9999999676543432
OXOOX..XX,0.9999999737833084
X.O..XO.X,0.46136943020143617
XXOOOX..X,2.7927293204164206E-4
XXXO...O.,0.9997207270679583
X.XXOOXO.,0.9999999994816103
.X.O..XOX,0.9854972625672316
..XXOO.X.,0.496872053430271
XOXX.XO.O,0.0201768035
OX.OOXXX.,0.7541182847965423
...X.O.X.,0.6990279017971284
XXX.XOOO.,0.9999998908092812
.X..O...X,0.27217752984942684
..OXO.X.X,0.9999999993461233
.XO.X.O.X,0.9287652211135746
.X..XOX.O,0.2824160515855869
.XXOO.XOX,0.5942965332072353
.OO.XXOXX,0.6979358702918612
OXX.OXO.X,0.9999999999991558
O.X.O..XX,0.9999999887617754
OXXXO.OX.,6.294627649265947E-9
XX.X.OOXO,0.9924128020501963
....O.XX.,0.9616253578921221
.XXOXOX.O,0.9999921112308983
.XX.O..XO,0.3156408604765726
XXXXO.OO.,0.9999999999999997
XX.....O.,0.7305664583845043
X..OXXOXO,0.9994983043612233
..O.XOX.X,0.9709118138924818
.X..O.OXX,3.515834900222165E-5
OXX.OOXX.,7.405566483084896E-10
OX..O.X.X,0.9225703523750213
.O.XXXOXO,0.9998045089475709
XOO.XXX.O,0.9949887021211907
...X...XO,0.35768202451021813
OO..XXOXX,6.735686192471394E-16
XOX.XOO.X,0.999999681659712
XXOOX..OX,0.9999042093843097
XXOO.OX.X,0.8555788707685423
.OX.X....,0.8107762478068821
XOX.O...X,0.011534837019588996
.X.X.XO.O,0.12321959393551543
OOX.X.X..,0.9999839004712209
..X...X.O,0.9500003907030086
X...X.O..,0.7419520161366429
XOOX.X.OX,0.9662014267146293
OXXO.O.XX,2.7180923348631702E-17
OXXXO.XO.,3.285618118176715E-5
XOO.XO.XX,0.9999972941521982
O..X.OXX.,0.7615391004110897
.XX.OO.X.,0.010473910997427326
O.OXXXOX.,0.9999999998221923
.OO.XXXOX,0.5456075174414899
..XXO..XO,0.49888527233536306
.XX..OO.X,0.512175380312814
XXOXOXXOO,0.9999999999999999
OX..XX.O.,0.5960898461779065
.O.X....X,0.7496469970522412
XOOO.XXX.,0.9999623303403548
XXX.OXO.O,0.9999999999997105
..OO..XXX,0.9999770006731727
.XOXOX.XO,7.643350315971292E-8
X..O....X,0.3881547824544097
.OXX.O.X.,0.9942353924769658
OXX.X.OXO,0.999999999999996
XOOXX..OX,0.9999887303298546
OXX.XOOX.,0.9999961345031402
OX.XOX.OX,0.9881213679909706
.OX..XXO.,0.3954455069464888
O.XXOOXX.,0.3588555027563132
OOX.XOX.X,0.9999999464965478
.O.XOXXXO,0.6247100750812258
XX.OOXXO.,0.9997177962031881
..X..OX..,0.5767207496938735
OO..OXXXX,0.9999999999701159
X.X.O..XO,0.9957236924767494
.XXO.XOOX,0.9999839004712209
XOXOXX..O,0.9993310724816311
.XOX.OXOX,0.9999107089549151
OXOX....X,0.2257789005022255
.X.XOOX..,0.4941112469424801
X...XX.OO,0.19968576963719803
X.X.OO.X.,0.0991350237736746
....OOXXX,0.9999999999999999
X.OX.O..X,0.924546056731146
OX.X.OOXX,0.9988107955228998
OXX..XOXO,3.5158382394417817E-12
.....XOX.,0.5473066253792447
.XOOXX...,0.9891790983331841
..OX.XO.X,0.2067730871937117
